Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
10/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Interesantes;Sí;Buenas;Excelentes;Difícil;Normal;No;Peor;Peor;Peor;Peor;Peor;"Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Problemas de conectividad";Si , las clases en Adobe connect me parecieron buenas , ya que se pudo trabajar en grupo y todos los alumnos tuvimos la posbilidad de interactuar con los docentes.;Sí;Los contenidos se abordaron bastante bien , pero siento que se dejaron afuera temas como memoria dinámica,creación de programas con makefile , también argumentos en linea de comandos ,son temas que se saltearon.;Me hubiera gustado que los trabajos prácticos fueran corregidos , para evaluar el nivel de nuestras resoluciones.;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Interesantes;Sí;Regulares;Muy Buenas;Normal;No hay TP;No;No Aplica;No Aplica;Similar;Similar;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Pérdida de comunicación no verbal
 Problemas de conectividad";Las herramientas que se utilizaron para dar clases virtuales estuvieron bien pero la comunicación en cuanto con los profesores fue bastante nula, me refiero a que hablábamos en clases y ahí se terminaba todo.;Sí;Está bien porque cada clase práctica siempre hacíamos un ejercicio que incluía los temas de la clase pasada y eso estaba bastante bien.;Me gustaría que haya un foro de consultas generales o separados por tema ya que sería más fácil incluir un trabajo grupal y poder analizarlo ahí, ya sea un profesor o un alumno. Sé que estuvo abierto siempre el email para consultas en cuanto con los profesores pero me parecería más apropiado o mejor algo de éste estilo.;;;;;;
11/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Interesantes;Sí;Regulares;Buenas;Fácil;Normal;No;Similar;Similar;Similar;Peor;No Aplica;"Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Problemas de conectividad
 Falta de espacio adecuado para estudiar
 Incomodidad en mi hogar";creo que siendo una materia facilmente adaptable a virtualidad se le podía exigir mas, aunque en comparacion con otras materias estuvo mas a la altura.;Sí;si y si.;una posible gran mejora al curso seria la aplicación de un espacio como discord o alguna plataforma de mas rapida interaccion con los docentes en cualquier momento de la semana, esto permitiría resolver muchas mas dudas ya que la forma de presentarlas son mas fáciles y también porque se pueden dar respuestas de formas mas comprensibles que un texto. La herramienta adobe conect era cómoda para las clases, si agregan como dije una opción para consultar dudas mejor que por el campus, los problemas surgidos al momento de llevar a la practica lo visto en las clases serian mas pasajeros.;;;;;;
9/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Regular;Sí;Interesantes;Sí;Buenas;Regulares;Fácil;Normal;Sí;Peor;Peor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Comodidad de mi hogar";;A mi opinión, la plataforma usada no es la más cómoda. Tuve que cambiar el sistema operativo de mi Notebook para cursar, además de usar una tecnología que para la segunda mitad del cuatrimestre no tenía soporte.;Sí;Si, estuve conforme con las evaluaciones.;Deberían usar herramientas más interactivas, que permitan una comunicación más directa entre los alumnos y docentes. Con el adobe connect solo se podía consultar por chat ya que el micrófono lo activan los docentes. También serían útiles algunos ejercicios elaborado por los docentes o que al finalizar el armado del código entre todo el grupo se revise que este compile y funcione correctamente. Tuve inconvenientes en algunos temas ya que los ejemplos que tenía no estaban 100% bien.;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Excelente;Sí;Interesantes;Sí;Buenas;Excelentes;Normal;Muy fácil;Sí;Similar;Mejor;No Aplica;Similar;No Aplica;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Pérdida de comunicación no verbal
 Problemas de conectividad";Sí;Sí;"Sí. En el parcial no se evaluó nada que no practicamos en clase. Además, las tareas después de cada clase práctica, y los tps me resultaron útiles para reforzar lo aprendido y mantenerme al día, y aunque no tuvimos devolución de los tps, las tareas casi siempre las discutíamos en la siguiente clase.
 El hecho de que estuviesemos &quot;obligados&quot; a participar (porque preguntaban nombre por nombre) me ayudó a mantenerme motivada y sin sueño, además me resultó muy divertido.";No;;;;;;
26/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;Sí;Similar;Mejor;Similar;Peor;Peor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;;Sí;;;;;;;;
26/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Fácil;Normal;No;Similar;Similar;Similar;Peor;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Problemas de conectividad
 Falta de espacio adecuado para estudiar";Si, creo que a pesar de que no me gustó la virtualidad, hubo un gran esfuerzo para hacer las clases mas interactivas y entretenidas.;Sí;Si;Me hubiese gustado que se graben mas las clases para repasar conceptos, teniendo en cuenta que es una de las pocas ventajas de la virtualidad;;;;;;
25/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;No hay TP;No;Similar;Similar;Similar;Similar;Similar;"Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Comodidad de mi hogar";Problemas de conectividad;;;;;;;;;;
10/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Interesantes;Sí;Regulares;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";Si, teniendo en cuenta lo rapido que debieron modificar el metodo de cursada estuvo bien. Hubiera estado bueno tener las clases grabadas. Con respecto a material de practica estuvo acorde a las evaluaciones.;Sí;Siento que estuvo bien la manera de evaluar, me hubiera gustado la oportunidad de trabajo en equipo en algun trabajo práctico.;No tengo comentarios, mas allá de lo respondido anteriormente.;;;;;;
16/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Poco Interesantes;No;Regulares;Muy Buenas;Normal;No hay TP;No;Peor;Similar;Similar;No Aplica;No Aplica;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Problemas de conectividad";Las clases teoricas eran extremadamente rapidas, y para alguien que empieza una materia de este estilo desde cero, no se entendia mucho. Ademas de ser 6 horas seguidas lo cual era agotador.;Sí;La evalucacion fue acorde a lo que una persona que recien empieza a programar puede hacer, la verdad me esperaba una dificultad con la que no iba a poder tanto en los tps como en los parciales. pero no fue tan asi.;Que no den temas que no van a tomar, pero no por no tener ganas de estudiarlos, si no porque, si hay alguien que no sabe de programacion que ya le cuesta en si el temario de la materia y lo que se evalua en la misma, mas aun si hay temas extensos que no van a entrar en lugar de profundizar en los temas que si evaluaran.;;;;;;
15/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Malo;No;Muy Interesantes;No;Buenas;Malas;Normal;Normal;No;Peor;Peor;Peor;Peor;Peor;Comodidad de mi hogar;"Menor interacción con el docente
 Pérdida de comunicación no verbal
 Problemas de conectividad";No, muchos cambios de la herramienta de comunicacion virtual, pesima comunicacion alumno-profesor. Muy desordenada la informacion otorgada para la cursada, Falta total de material de estudio para examenes.;Sí;No, para nada. Los recuperatorios presentaron consignas que en algunos casos no se pueden resolver con el material otorgado, mas para alguien que recien empieza a programar.;ninguno. mas que sean mas organizados;;;;;;
23/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Malo;Sí;Interesantes;Sí;Regulares;Malas;Normal;No hay TP;No;Peor;Peor;No Aplica;Peor;No Aplica;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";No.;Sí;Más o menos.;Recomiendo mayor interacción y didáctica.;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;No;Interesantes;Sí;Buenas;Buenas;Difícil;No hay TP;No;Mejor;Mejor;Mejor;Similar;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Pérdida de comunicación no verbal
 Problemas de conectividad
 Falta de espacio adecuado para estudiar";;No;;;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Regular;No;Interesantes;Sí;Malas;Buenas;Difícil;No hay TP;No;Peor;Similar;Similar;Peor;Peor;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";;Sí;;;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;No hay TP;No;Peor;Peor;Mejor;Peor;Mejor;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje";"Menor interacción con el docente
 Menor interacción con mis pares
 Problemas de conectividad";Si, yo creo que la cátedra estuvo a la altura de una cursada virtual;Sí;Me hubiese gustado una forma diferente de examen parcial, ya que no podías elegir a qué punto le podías dedicar mas tiempo. Por ejemplo para cada punto tenías 45 minutos pero quizás en un punto me sobraba tiempo y en otro no, con lo cual en ese tiempo que me sobraba no lo podía utilizar para hacer el otro punto que me llevo más tiempo, ya que una vez entregado no se podía modificar. Yo creo que esto se podría solucionar mostrando todos los ejercicios y dándole la posibilidad al estudiante que maneje su tiempo en el examen.;;;;;;;
9/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Normal;Difícil;No;Similar;Similar;Similar;Similar;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;Si;Sí;Si;;;;;;;
14/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Excelente;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Normal;Difícil;No;Similar;Similar;Similar;Similar;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Problemas de conectividad";Estuvo a la altura de la cursada virtual, muy buena catedra, los profesores son muy directos y precisos, material completo y herramientas disponibles.;Sí;La verdad que el contenido en clase estuve conforme con todo lo dictado y me senti muy comodo.;Yo propondria agregar trabajos practicos individuales, para poder ver que personas del grupo trabajan realmente.;;;;;;
11/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Difícil;Difícil;No;Mejor;Mejor;;Mejor;Mejor;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares";;Sí;;;;;;;;
26/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Difícil;Difícil;No;Similar;Similar;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Problemas de conectividad";;Sí;;;;;;;;
14/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Bueno;Sí;Interesantes;Sí;Regulares;Regulares;Normal;Normal;No;Peor;Peor;Similar;Mejor;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Problemas de conectividad";Si, pero faltarian capaz mas teoria sobre redes para darlo en mas profundidad. Al menos algunos ejemplos practicos colaborstivos en clase. Las colisiones tambien fueron medio improvisadas y podria darse una clase para orientar.;Sí;Si, ambaa cosas;Lo de dar mas clases de sockets y threadding para hacerlo mas profundo, y dar una introduccion a colisiones.;;;;;;
9/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Bueno;Sí;Muy Interesantes;Sí;No hay clase teóricas;Regulares;Difícil;Muy difícil;No;Similar;Similar;Peor;Peor;Similar;Ahorro en tiempo de viaje;Problemas de conectividad;Sí, estuvo a la altura.;Sí;Me hubiera gustado que se tenga más en cuenta el trabajo de cada uno de los integrantes del grupo. Ya que en mi caso, el trabajo fue bastante disparejo. Y si bien advirtieron que si algún miembro del grupo no trabajaba, que lo informemos, dicha advertencia fue realizada en la segunda semana de clases, en la cual no conocíamos las metodologías de cada uno de los integrantes. En mi opinión hubiera estado bueno que se le preste más atención al repositorio, y en caso de que se observe que un compañero está trabajando muy poco, que los profesores intervengan. Por el resto me sentí cómodo, y me pareció muy buena la idea de programar un juego.;Quizás la plataforma de Adobe no fue la más conveniente, ya que en algunos dispositivos funcionaba un poco mal. Yo me aferraría a las plataformas más conocidas y probadas.;;;;;;
25/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Difícil;Difícil;No;Similar;Similar;Mejor;Mejor;Similar;"Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Problemas de conectividad;Si;Sí;Si;;;;;;;
26/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Bueno;Sí;Interesantes;Sí;No hay clase teóricas;No Hay Clases Prácticas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Problemas de conectividad
 Falta de espacio adecuado para estudiar
 Incomodidad en mi hogar";si;Sí;si;no;;;;;;
26/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Excelente;Sí;Muy Interesantes;No;Excelentes;Excelentes;Normal;Normal;No;Mejor;Mejor;Similar;Mejor;Mejor;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Pérdida de comunicación no verbal
 Problemas de conectividad";Si;Sí;Si;;;;;;;
8/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Muy Bueno;Sí;Interesantes;No;Buenas;Buenas;Normal;Difícil;No;Mejor;Mejor;Mejor;Mejor;Mejor;"Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con el docente;si;Sí;si;;;;;;;
25/3/2021;75.42-Taller de Programación I - 2 - Azcurra;Regular;Sí;Muy Interesantes;Sí;Regulares;Regulares;Normal;Normal;Sí;Peor;Peor;Peor;Peor;Mejor;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros";Falta de espacio adecuado para estudiar;Si;Sí;Si. So.;No.;;;;;;
18/3/2021;75.41-95.15-Algoritmos y Programación II - 3 - Juárez;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Difícil;Muy difícil;No;Mejor;Similar;Mejor;Mejor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Problemas de conectividad;Si, en constante comunicación y siempre hubo clases.;Sí;"Muy conforme, se pone en el lugar del estudiante y los docentes son flexibles con las fechas de ser necesario. Y el sistema de puntos &quot;Andy coins&quot; me resultó original y muy motivador. Excelentes docentes y ayudantes, predispuestos a contestar dudas tanto en la clase como por plataformas alternativas.";No. En general, se nota una mejoría en cuanto a la virtualidad con respecto al cuatrimestre anterior.;;;;;;
